,User country,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Period of stay,Traveler type,Pool,Gym,Tennis court,Spa,Casino,Free internet,Hotel name,Hotel stars,Nr. rooms,Member years,Review month,Review weekday
250,46,2,0,2,5,2,3,1,0,0,0,1,1,11,3,188,0,6,6
251,46,2,0,1,5,2,1,1,0,0,0,1,1,11,3,188,0,6,6
252,46,21,18,53,5,2,1,1,0,0,0,1,1,11,3,188,11,5,6
253,46,4,0,16,1,2,3,1,0,0,0,1,1,11,3,188,0,5,4
254,30,184,52,70,5,2,1,1,0,0,0,1,1,11,3,188,3,1,6
255,45,262,75,150,4,2,2,1,0,0,0,1,1,11,3,188,2,1,1
256,46,69,11,17,5,0,1,1,0,0,0,1,1,11,3,188,0,11,3
257,0,92,12,27,4,0,0,1,0,0,0,1,1,11,3,188,2,11,2
258,46,131,61,116,3,0,2,1,0,0,0,1,1,11,3,188,8,10,4
259,32,25,10,16,5,0,3,1,0,0,0,1,1,11,3,188,8,10,5
260,3,49,22,53,3,0,1,1,0,0,0,1,1,11,3,188,5,9,3
261,46,148,33,55,4,0,0,1,0,0,0,1,1,11,3,188,3,9,6
262,3,26,7,22,4,3,1,1,0,0,0,1,1,11,3,188,4,2,6
263,46,13,4,1,4,3,1,1,0,0,0,1,1,11,3,188,2,2,6
264,44,3,3,20,1,3,0,1,1,0,1,1,1,3,4,2034,5,4,5
265,46,46,12,87,5,3,1,1,1,0,1,1,1,3,4,2034,3,4,5
266,45,127,40,81,4,3,1,1,1,0,1,1,1,3,4,2034,8,3,4
267,46,15,5,12,5,3,0,1,1,0,1,1,1,3,4,2034,4,3,3
268,46,16,14,23,5,1,1,1,1,0,1,1,1,3,4,2034,7,7,0
269,46,113,38,27,4,1,3,1,1,0,1,1,1,3,4,2034,1,7,5
270,45,7,5,5,3,1,2,1,1,0,1,1,1,3,4,2034,7,0,1
271,15,73,32,99,4,1,3,1,1,0,1,1,1,3,4,2034,10,0,4
272,46,35,12,3,5,1,0,1,1,0,1,1,1,3,4,2034,2,8,0
273,45,139,20,86,5,1,3,1,1,0,1,1,1,3,4,2034,5,8,1
274,45,28,12,30,5,2,1,1,1,0,1,1,1,3,4,2034,2,6,2
275,46,34,8,26,4,2,0,1,1,0,1,1,1,3,4,2034,4,6,5
276,46,4,3,5,5,2,3,1,1,0,1,1,1,3,4,2034,3,5,4
277,46,32,11,14,5,2,2,1,1,0,1,1,1,3,4,2034,3,5,3
278,45,9,3,4,5,2,2,1,1,0,1,1,1,3,4,2034,1,1,4
279,46,333,58,200,5,2,2,1,1,0,1,1,1,3,4,2034,4,1,3
280,46,29,11,15,5,0,1,1,1,0,1,1,1,3,4,2034,6,11,1
281,45,85,43,68,5,0,3,1,1,0,1,1,1,3,4,2034,5,11,6
282,46,12,5,1,5,0,1,1,1,0,1,1,1,3,4,2034,5,10,0
283,45,34,10,7,4,0,0,1,1,0,1,1,1,3,4,2034,4,10,4
284,17,13,7,8,5,0,1,1,1,0,1,1,1,3,4,2034,5,9,3
285,46,5,5,14,5,0,1,1,1,0,1,1,1,3,4,2034,5,9,3
286,46,169,25,41,5,3,3,1,1,0,1,1,1,3,4,2034,8,2,5
287,46,11,10,6,5,3,0,1,1,0,1,1,1,3,4,2034,7,2,5
288,46,4,3,2,5,3,1,1,1,0,1,1,1,6,1,1228,6,4,0
289,46,50,39,48,2,3,2,1,1,0,1,1,1,6,1,1228,10,4,4
290,29,10,3,1,5,3,0,1,1,0,1,1,1,6,1,1228,4,3,5
291,3,7,4,4,5,3,1,1,1,0,1,1,1,6,1,1228,1,3,0
292,45,60,7,42,5,1,1,1,1,0,1,1,1,6,1,1228,8,7,5
293,30,92,49,18,4,1,1,1,1,0,1,1,1,6,1,1228,5,7,4
294,0,106,37,58,4,1,0,1,1,0,1,1,1,6,1,1228,3,0,6
295,3,7,5,45,4,1,2,1,1,0,1,1,1,6,1,1228,10,0,1
296,2,37,31,38,5,1,2,1,1,0,1,1,1,6,1,1228,9,8,0
297,46,70,25,19,1,1,1,1,1,0,1,1,1,6,1,1228,3,8,0
298,46,9,3,4,5,2,3,1,1,0,1,1,1,6,1,1228,1,6,1
299,46,11,6,7,5,2,4,1,1,0,1,1,1,6,1,1228,1,6,1
300,10,39,18,9,4,2,2,1,1,0,1,1,1,6,1,1228,4,5,4
301,45,10,0,9,5,2,2,1,1,0,1,1,1,6,1,1228,1,5,6
302,46,78,17,24,4,2,1,1,1,0,1,1,1,6,1,1228,5,1,1
303,45,48,21,19,5,2,2,1,1,0,1,1,1,6,1,1228,4,1,0
304,3,112,34,41,5,0,2,1,1,0,1,1,1,6,1,1228,7,11,3
305,46,28,17,14,5,0,4,1,1,0,1,1,1,6,1,1228,2,11,6
306,45,11,3,16,2,0,1,1,1,0,1,1,1,6,1,1228,2,10,6
307,46,9,5,11,4,0,0,1,1,0,1,1,1,6,1,1228,9,10,6
308,46,4,4,1,3,0,2,1,1,0,1,1,1,6,1,1228,0,9,6
309,29,22,15,25,4,0,2,1,1,0,1,1,1,6,1,1228,6,9,1
310,46,42,11,36,5,3,1,1,1,0,1,1,1,6,1,1228,7,2,1
311,0,20,16,9,4,3,1,1,1,0,1,1,1,6,1,1228,7,2,5
312,3,160,34,88,4,3,0,1,1,0,0,1,1,7,1,732,6,4,2
313,46,372,78,169,4,3,0,1,1,0,0,1,1,7,1,732,4,4,3
314,46,84,18,36,5,3,2,1,1,0,0,1,1,7,1,732,4,3,6
315,46,21,13,20,5,3,0,1,1,0,0,1,1,7,1,732,5,3,4
316,45,95,37,55,4,1,3,1,1,0,0,1,1,7,1,732,6,7,5
317,12,118,107,131,5,1,0,1,1,0,0,1,1,7,1,732,10,7,1
318,3,6,0,8,5,1,1,1,1,0,0,1,1,7,1,732,10,0,6
319,46,60,4,31,4,1,1,1,1,0,0,1,1,7,1,732,2,0,5
320,0,275,79,339,4,1,1,1,1,0,0,1,1,7,1,732,7,8,3
321,3,46,39,42,4,1,0,1,1,0,0,1,1,7,1,732,6,8,6
322,46,6,5,6,5,2,2,1,1,0,0,1,1,7,1,732,4,6,5
323,0,11,0,5,5,2,2,1,1,0,0,1,1,7,1,732,0,6,4
324,46,75,37,48,5,2,1,1,1,0,0,1,1,7,1,732,6,5,2
325,8,240,76,115,5,2,1,1,1,0,0,1,1,7,1,732,3,5,1
326,43,20,12,7,5,2,2,1,1,0,0,1,1,7,1,732,1,1,6
327,21,62,40,25,5,2,2,1,1,0,0,1,1,7,1,732,5,1,3
328,14,88,19,58,5,0,3,1,1,0,0,1,1,7,1,732,1,11,6
329,46,6,3,5,5,0,3,1,1,0,0,1,1,7,1,732,0,11,5
330,44,18,9,8,3,0,0,1,1,0,0,1,1,7,1,732,7,10,1
331,29,159,43,78,5,0,2,1,1,0,0,1,1,7,1,732,4,10,6
332,27,47,23,20,4,0,1,1,1,0,0,1,1,7,1,732,1,9,4
333,32,86,12,46,4,0,1,1,1,0,0,1,1,7,1,732,5,9,3
334,46,42,9,13,5,3,1,1,1,0,0,1,1,7,1,732,1,2,5
335,12,64,33,23,4,3,2,1,1,0,0,1,1,7,1,732,7,2,4
336,46,167,71,119,5,3,1,1,1,1,1,1,1,18,0,716,8,4,2
337,46,25,5,12,5,3,3,1,1,1,1,1,1,18,0,716,8,4,4
338,45,12,12,6,3,3,0,1,1,1,1,1,1,18,0,716,4,3,0
339,46,608,117,319,5,3,0,1,1,1,1,1,1,18,0,716,5,3,2
340,46,5,4,3,5,1,3,1,1,1,1,1,1,18,0,716,8,7,3
341,46,26,17,34,5,1,1,1,1,1,1,1,1,18,0,716,7,7,4
342,2,11,5,9,5,1,1,1,1,1,1,1,1,18,0,716,7,0,1
343,46,39,10,13,4,1,1,1,1,1,1,1,1,18,0,716,3,0,6
344,17,1,0,3,2,1,2,1,1,1,1,1,1,18,0,716,0,8,4
345,46,108,20,22,3,1,0,1,1,1,1,1,1,18,0,716,5,8,4
346,28,119,20,46,5,2,3,1,1,1,1,1,1,18,0,716,1,6,3
347,46,27,15,17,3,2,1,1,1,1,1,1,1,18,0,716,6,6,5
348,12,55,55,134,5,2,1,1,1,1,1,1,1,18,0,716,5,5,6
349,3,7,3,7,4,2,0,1,1,1,1,1,1,18,0,716,3,5,0
350,3,3,3,2,3,2,0,1,1,1,1,1,1,18,0,716,0,1,6
351,46,11,3,19,4,2,1,1,1,1,1,1,1,18,0,716,6,1,1
352,0,27,15,16,5,0,1,1,1,1,1,1,1,18,0,716,5,11,3
353,46,13,4,6,5,0,1,1,1,1,1,1,1,18,0,716,0,11,6
354,45,19,11,14,3,0,1,1,1,1,1,1,1,18,0,716,5,10,3
355,3,38,12,17,5,0,0,1,1,1,1,1,1,18,0,716,7,10,0
356,46,167,71,119,4,0,1,1,1,1,1,1,1,18,0,716,8,9,3
357,46,28,6,9,3,0,0,1,1,1,1,1,1,18,0,716,3,9,5
358,3,9,8,5,5,3,2,1,1,1,1,1,1,18,0,716,4,2,3
359,46,13,4,4,5,3,3,1,1,1,1,1,1,18,0,716,5,2,5
360,46,65,24,72,3,3,0,1,1,0,0,0,1,5,0,315,6,4,1
361,46,8,3,3,5,3,1,1,1,0,0,0,1,5,0,315,3,4,4
362,45,61,13,26,2,3,1,1,1,0,0,0,1,5,0,315,4,3,3
363,46,3,3,8,2,3,2,1,1,0,0,0,1,5,0,315,1,3,2
364,46,66,13,21,5,1,3,1,1,0,0,0,1,5,0,315,9,7,0
365,14,9,7,4,5,1,1,1,1,0,0,0,1,5,0,315,2,7,5
366,14,82,14,61,3,1,2,1,1,0,0,0,1,5,0,315,1,0,6
367,3,113,48,33,3,1,2,1,1,0,0,0,1,5,0,315,4,0,3
368,46,11,8,12,3,1,3,1,1,0,0,0,1,5,0,315,6,8,3
369,3,2,1,1,3,1,2,1,1,0,0,0,1,5,0,315,3,8,5
370,46,31,11,24,5,2,1,1,1,0,0,0,1,5,0,315,2,6,6
371,0,32,12,22,4,2,1,1,1,0,0,0,1,5,0,315,5,6,6
372,46,56,7,25,3,2,2,1,1,0,0,0,1,5,0,315,7,5,3
373,3,45,6,22,5,2,1,1,1,0,0,0,1,5,0,315,3,5,4
374,46,17,4,4,4,2,2,1,1,0,0,0,1,5,0,315,0,1,3
375,46,23,23,11,5,2,2,1,1,0,0,0,1,5,0,315,1,1,3
376,3,56,18,24,5,0,3,1,1,0,0,0,1,5,0,315,4,11,2
377,46,290,263,300,4,0,0,1,1,0,0,0,1,5,0,315,10,11,2
378,0,26,7,9,4,0,2,1,1,0,0,0,1,5,0,315,0,10,0
379,17,116,44,53,4,0,1,1,1,0,0,0,1,5,0,315,5,10,2
380,7,14,5,15,4,0,0,1,1,0,0,0,1,5,0,315,5,9,4
381,46,13,7,1,5,0,0,1,1,0,0,0,1,5,0,315,4,9,3
382,46,20,9,25,4,3,1,1,1,0,0,0,1,5,0,315,8,2,5
383,29,3,3,3,5,3,2,1,1,0,0,0,1,5,0,315,2,2,6
384,46,17,3,12,4,3,3,1,1,1,0,0,1,19,1,787,2,4,1
385,0,21,11,13,5,3,2,1,1,1,0,0,1,19,1,787,4,4,3
386,46,60,11,33,5,3,1,1,1,1,0,0,1,19,1,787,3,3,4
387,3,12,4,15,5,3,1,1,1,1,0,0,1,19,1,787,11,3,1
388,46,27,12,51,5,1,3,1,1,1,0,0,1,19,1,787,4,7,5
389,46,34,12,35,4,1,1,1,1,1,0,0,1,19,1,787,3,7,5
390,3,69,22,38,5,1,2,1,1,1,0,0,1,19,1,787,6,0,4
391,46,16,4,7,5,1,1,1,1,1,0,0,1,19,1,787,4,0,2
392,0,26,5,5,4,1,2,1,1,1,0,0,1,19,1,787,1,8,4
393,46,54,10,15,4,1,0,1,1,1,0,0,1,19,1,787,5,8,5
394,45,35,17,27,5,2,1,1,1,1,0,0,1,19,1,787,6,6,5
395,17,23,12,7,5,2,2,1,1,1,0,0,1,19,1,787,7,6,2
396,45,6,3,14,5,2,2,1,1,1,0,0,1,19,1,787,3,5,3
397,46,27,8,16,4,2,3,1,1,1,0,0,1,19,1,787,4,5,4
398,46,41,8,14,3,2,2,1,1,1,0,0,1,19,1,787,4,1,6
399,3,12,4,6,5,2,1,1,1,1,0,0,1,19,1,787,2,1,1
400,46,14,3,14,5,0,3,1,1,1,0,0,1,19,1,787,6,11,5
401,46,415,162,265,4,0,0,1,1,1,0,0,1,19,1,787,8,11,3
402,20,76,27,32,3,0,1,1,1,1,0,0,1,19,1,787,6,10,4
403,45,24,12,30,4,0,1,1,1,1,0,0,1,19,1,787,4,10,1
404,23,23,9,23,3,0,2,1,1,1,0,0,1,19,1,787,4,9,1
405,46,182,24,47,4,0,2,1,1,1,0,0,1,19,1,787,2,9,3
406,46,289,28,133,4,3,2,1,1,1,0,0,1,19,1,787,5,2,5
407,3,101,35,46,5,3,3,1,1,1,0,0,1,19,1,787,5,2,2
408,20,31,11,20,4,3,0,1,1,0,1,1,1,13,4,4027,2,4,0
409,46,20,6,9,5,3,4,1,1,0,1,1,1,13,4,4027,0,4,6
410,46,60,16,15,4,3,2,1,1,0,1,1,1,13,4,4027,5,3,2
411,29,1,0,2,5,3,1,1,1,0,1,1,1,13,4,4027,0,3,3
412,46,9,3,13,3,1,1,1,1,0,1,1,1,13,4,4027,2,7,4
413,46,19,7,5,5,1,1,1,1,0,1,1,1,13,4,4027,5,7,6
414,21,116,78,206,5,1,1,1,1,0,1,1,1,13,4,4027,9,0,3
415,0,22,13,26,4,1,1,1,1,0,1,1,1,13,4,4027,2,0,0
416,0,83,10,26,4,1,2,1,1,0,1,1,1,13,4,4027,1,8,5
417,45,20,3,9,5,1,1,1,1,0,1,1,1,13,4,4027,0,8,1
418,46,7,5,6,5,2,1,1,1,0,1,1,1,13,4,4027,1,6,1
419,46,95,34,46,5,2,0,1,1,0,1,1,1,13,4,4027,6,6,3
420,0,15,6,19,4,2,1,1,1,0,1,1,1,13,4,4027,4,5,6
421,45,13,7,12,4,2,1,1,1,0,1,1,1,13,4,4027,5,5,3
422,3,19,8,24,5,2,2,1,1,0,1,1,1,13,4,4027,10,1,6
423,45,21,6,15,5,2,1,1,1,0,1,1,1,13,4,4027,3,1,2
424,45,56,11,14,5,0,1,1,1,0,1,1,1,13,4,4027,5,11,0
425,45,29,7,15,5,0,1,1,1,0,1,1,1,13,4,4027,7,11,4
426,2,20,0,8,5,0,1,1,1,0,1,1,1,13,4,4027,2,10,0
427,45,39,20,31,4,0,1,1,1,0,1,1,1,13,4,4027,8,10,4
428,41,9,6,3,5,0,3,1,1,0,1,1,1,13,4,4027,5,9,2
429,0,43,38,29,5,0,1,1,1,0,1,1,1,13,4,4027,4,9,2
430,37,16,10,11,5,3,2,1,1,0,1,1,1,13,4,4027,9,2,4
431,46,6,6,12,4,3,1,1,1,0,1,1,1,13,4,4027,10,2,6
432,0,16,6,3,4,3,4,1,1,0,1,1,1,0,4,3933,3,4,2
433,46,15,3,13,5,3,2,1,1,0,1,1,1,0,4,3933,5,4,4
434,46,30,6,26,4,3,1,1,1,0,1,1,1,0,4,3933,3,3,5
435,46,41,9,111,5,3,0,1,1,0,1,1,1,0,4,3933,1,3,0
436,17,44,35,53,5,1,1,1,1,0,1,1,1,0,4,3933,6,7,5
437,46,30,9,17,2,1,0,1,1,0,1,1,1,0,4,3933,0,7,5
438,20,23,10,18,5,1,0,1,1,0,1,1,1,0,4,3933,4,0,1
439,39,3,0,8,2,1,2,1,1,0,1,1,1,0,4,3933,3,0,5
440,45,12,6,16,3,1,3,1,1,0,1,1,1,0,4,3933,3,8,0
441,45,15,6,17,5,1,1,1,1,0,1,1,1,0,4,3933,1,8,4
442,45,5,0,5,5,2,2,1,1,0,1,1,1,0,4,3933,0,6,6
443,46,32,5,11,4,2,0,1,1,0,1,1,1,0,4,3933,6,6,3
444,46,28,5,23,5,2,1,1,1,0,1,1,1,0,4,3933,5,5,0
445,26,77,18,48,4,2,2,1,1,0,1,1,1,0,4,3933,10,5,2
446,46,11,8,2,4,2,4,1,1,0,1,1,1,0,4,3933,0,1,1
447,36,102,25,37,5,2,2,1,1,0,1,1,1,0,4,3933,6,1,3
448,20,13,3,2,5,0,1,1,1,0,1,1,1,0,4,3933,6,11,5
449,46,62,13,31,4,0,0,1,1,0,1,1,1,0,4,3933,2,11,5
450,45,26,22,42,5,0,1,1,1,0,1,1,1,0,4,3933,5,10,3
451,45,13,6,12,4,0,1,1,1,0,1,1,1,0,4,3933,1,10,2
452,45,26,18,43,5,0,3,1,1,0,1,1,1,0,4,3933,4,9,1
453,3,17,10,39,5,0,3,1,1,0,1,1,1,0,4,3933,3,9,2
454,17,4,4,1,4,3,0,1,1,0,1,1,1,0,4,3933,1,2,1
455,28,20,18,19,2,3,2,1,1,0,1,1,1,0,4,3933,4,2,0
456,46,14,3,7,4,3,1,1,1,0,1,1,1,9,2,2916,7,4,2
457,3,19,3,12,5,3,1,1,1,0,1,1,1,9,2,2916,1,4,6
458,46,4,4,2,2,3,1,1,1,0,1,1,1,9,2,2916,1,3,6
459,46,116,12,43,4,3,3,1,1,0,1,1,1,9,2,2916,4,3,5
460,46,121,13,59,2,1,1,1,1,0,1,1,1,9,2,2916,9,7,5
461,46,14,7,6,5,1,1,1,1,0,1,1,1,9,2,2916,2,7,0
462,46,56,16,54,4,1,0,1,1,0,1,1,1,9,2,2916,9,0,5
463,3,73,4,39,3,1,3,1,1,0,1,1,1,9,2,2916,3,0,1
464,46,9,5,4,5,1,3,1,1,0,1,1,1,9,2,2916,6,8,4
465,46,137,42,51,3,1,1,1,1,0,1,1,1,9,2,2916,5,8,3
466,0,30,12,38,5,2,1,1,1,0,1,1,1,9,2,2916,4,6,2
467,5,130,19,49,3,2,1,1,1,0,1,1,1,9,2,2916,6,6,3
468,46,50,15,23,4,2,1,1,1,0,1,1,1,9,2,2916,3,5,0
469,45,22,9,11,4,2,2,1,1,0,1,1,1,9,2,2916,3,5,6
470,9,85,37,65,5,2,2,1,1,0,1,1,1,9,2,2916,4,1,0
471,46,73,7,26,5,2,1,1,1,0,1,1,1,9,2,2916,3,1,4
472,46,20,10,27,4,0,1,1,1,0,1,1,1,9,2,2916,2,11,4
473,3,13,6,13,5,0,1,1,1,0,1,1,1,9,2,2916,2,11,5
474,3,18,3,10,2,0,1,1,1,0,1,1,1,9,2,2916,2,10,1
475,46,6,4,6,5,0,1,1,1,0,1,1,1,9,2,2916,0,10,2
476,46,48,8,25,4,0,1,1,1,0,1,1,1,9,2,2916,6,9,1
477,46,24,3,5,5,0,1,1,1,0,1,1,1,9,2,2916,0,9,3
478,3,123,26,63,5,3,1,1,1,0,1,1,1,9,2,2916,4,2,2
479,46,24,7,6,4,3,3,1,1,0,1,1,1,9,2,2916,1,2,4
480,3,20,13,17,4,3,1,1,1,0,1,1,1,14,2,826,4,4,1
481,46,15,3,4,3,3,2,1,1,0,1,1,1,14,2,826,7,4,5
482,22,189,72,129,4,3,4,1,1,0,1,1,1,14,2,826,3,3,0
483,46,25,19,27,3,3,1,1,1,0,1,1,1,14,2,826,8,3,1
484,46,33,11,12,5,1,0,1,1,0,1,1,1,14,2,826,4,7,6
485,46,14,7,13,5,1,3,1,1,0,1,1,1,14,2,826,4,7,4
486,46,38,22,47,4,1,0,1,1,0,1,1,1,14,2,826,4,0,1
487,9,169,43,85,4,1,4,1,1,0,1,1,1,14,2,826,12,0,3
488,46,20,17,21,3,1,3,1,1,0,1,1,1,14,2,826,4,8,3
489,46,17,10,18,4,1,1,1,1,0,1,1,1,14,2,826,3,8,5
490,46,96,47,161,4,2,4,1,1,0,1,1,1,14,2,826,11,6,1
491,46,38,13,11,3,2,0,1,1,0,1,1,1,14,2,826,5,6,3
492,17,12,11,9,4,2,2,1,1,0,1,1,1,14,2,826,6,5,1
493,46,9,8,1,5,2,1,1,1,0,1,1,1,14,2,826,6,5,1
494,46,23,21,22,3,2,2,1,1,0,1,1,1,14,2,826,7,1,6
495,46,21,6,3,4,2,1,1,1,0,1,1,1,14,2,826,5,1,5
496,46,30,27,19,5,0,4,1,1,0,1,1,1,14,2,826,6,11,0
497,46,63,16,59,3,0,1,1,1,0,1,1,1,14,2,826,11,11,6
498,45,35,3,25,5,0,1,1,1,0,1,1,1,14,2,826,1,10,1
499,45,15,4,8,5,0,1,1,1,0,1,1,1,14,2,826,1,10,3
500,3,50,13,29,4,0,1,1,1,0,1,1,1,14,2,826,8,9,4
501,46,154,23,31,4,0,3,1,1,0,1,1,1,14,2,826,4,9,4
502,46,9,6,5,2,3,2,1,1,0,1,1,1,14,2,826,9,2,6
503,46,20,19,112,4,3,2,1,1,0,1,1,1,14,2,826,5,2,5
